津波id,津波名,津波名(英語),文献id,文献名,文献名(英語),痕跡id,文献時代_市町村名,文献記載_地名,文献記載_かな,ひらがな・カナ,登録時_都道府県,登録時_市町村名,市町村名確認年月日,地点位置詳細情報,地名変遷等,地名_備考_仮位置,測地系,緯度_度,緯度_分,緯度_秒,経度_度,経度_分,経度_秒,住所地番情報_信頼度,地図等情報_信頼度,測定対象物,証言等,津波堆積物_層厚,津波堆積物_出典,文献記載_測定基準面,文献記載_測定基準_信頼度,地盤変位z,最大波,文献記載_痕跡高_下限,文献記載_痕跡高_上限,文献記載_史料記載値,文献記載_痕跡パターン,文献記載_高さ定義_信頼度,文献記載の痕跡高さ備考,tp_基準面補正方法,tp_痕跡高_下限,tp_痕跡高_上限,tp_痕跡パターン,測定方法,測定方法_その他,痕跡信頼度,判定理由,信頼度判定者,文献,雑誌,参照頁等,引用史料,原資料所在,文献信頼度,文献信頼度―備考,史料集名等,記載内容及び図表,原文備考,検潮所名
"0045","1854安政南海地震津波","1854 Ansei Nankai","37","土佐に於ける寳永安政両度津浪の高さ","The Height of the 1707 Hoei and 1854 Ansei Tsunamis at Tosa","195","土佐町","久礼","kure","くれ","高知県","土佐市","2008現在","","","中土佐町　八幡宮","新測地系","33","19","36.000","133","13","48.000","○","○","","","","","","△","","","12.10","12.10","","浸水高","○","","","0.00","0.00","記載なし","","","C","浸水あるも到達地点は確認でできず”八幡宮”を位置設定とし”C”と判定（2010/10/12）","都司・松岡","土佐における宝永・安政両度津波の高さ","地震，第10巻，394-404（1938）","p.401～403
p.402（第5図　タイトルなし浸水図（宝永or安政））","","","○","浸水高についての伝承を元にしていることから、○と判断する","","","p.402「安政津波のときは社殿に懸れる絵馬の釘の辺まで浸水したと伝へている．境内にある石灯籠は此時破損しあるいは流失した．（中略）さすれば安政津浪の高さは12.1米程」@@p.403に「波高に関する上記の結果を一表に纏めると次の通りになる」として表あり。",""
"0045","1854安政南海地震津波","1854 Ansei Nankai","37","土佐に於ける寳永安政両度津浪の高さ","The Height of the 1707 Hoei and 1854 Ansei Tsunamis at Tosa","197","土佐町","久礼（久礼の焼坂方面）","kure","くれ","高知県","土佐市","2008現在","","","高知県高岡郡中土佐町久礼（土佐久礼駅）","新測地系","33","19","44.501","133","13","35.339","○","○","","実測","","","","△","","","16.10","16.10","","浸水高","△","","","0.00","0.00","記載なし","","","Z","文献信頼度空白につき”Ｚ”と判定（2012/06/28）","都司・松岡","土佐における宝永・安政両度津波の高さ","地震，第10巻，394-404（1938）","p.402～403
p.402（第5図　タイトルなし浸水図（宝永or安政））","","","","測定地点についての根拠を文献から読み取れない．引用史料も不明（伝承か？）のため，ここでは信頼度を判定せず空白とする．","","","p.403「久礼の北西方焼坂方面への津浪侵入界限は宝永安政両度共に比較的に明瞭に分つているから，これが実測を試みた（第5図参照）.其の結果として安政年度の津浪の到達した高さは16.1米となり，宝永年度の分は25.7米となった」@@p.403に「波高に関する上記の結果を一表に纏めると次の通りになる」として表あり。※焼坂峠は北西ではなく北東にあるように見える（白石註）",""
"0045","1854安政南海地震津波","1854 Ansei Nankai","39","和歌山縣下に於ける寳永安政年度の津浪状況調査","Survey on the Status of the 1707 Hoei and 1854 Ansei Tsunamis in Wakayama Prefecture","199","那智勝浦町","浦神","uragami","うらがみ","和歌山県","那智勝浦町","2008現在","","","和歌山県那智勝浦浦神　弁天崎","新測地系","33","33","30.000","135","53","47.000","○","△","","","","","床上","△","","","1.50","1.50","","浸水深","△","","","0.00","0.00","記載なし","","","D","到達地点は確認できず”弁天崎”を位置設定とし”D”と判定（2010/10/12）","都司・松岡","和歌山県下に於ける宝永安政年度の津浪状況調査","","P248","","","○","この文献は『日本地震史料　第四巻』にも掲載されている．文献信頼度はその記載に対してつけたものである．","『日本地震史料』第四巻，p276","","「浦神床上浸水一・五米，」",""
"0045","1854安政南海地震津波","1854 Ansei Nankai","39","和歌山縣下に於ける寳永安政年度の津浪状況調査","Survey on the Status of the 1707 Hoei and 1854 Ansei Tsunamis in Wakayama Prefecture","201","印南町","印南","inami","いなみ","和歌山県","印南町","2008現在","","","和歌山県日高郡印南町印南（印定寺）","新測地系","33","49","2.000","135","13","6.000","◎","△","","","","","印定寺内の柱","△","","","0.40","0.40","約40糎","浸水高","△","","","0.00","0.00","記載なし","","","A","到達地点として”印定寺内柱”との詳細あり”印定寺”を位置設定とし”A”と判定（2010/12/21）","都司・松岡","和歌山県下に於ける宝永安政年度の津浪状況調査","","P247","","","◎","この文献は『日本地震史料　第四巻』にも掲載されている．文献信頼度はその記載に対してつけたものである．","『日本地震史料』第四巻，p275","","「津浪の高さは印定寺内柱約四十糎浸水の程度．」",""
"0045","1854安政南海地震津波","1854 Ansei Nankai","39","和歌山縣下に於ける寳永安政年度の津浪状況調査","Survey on the Status of the 1707 Hoei and 1854 Ansei Tsunamis in Wakayama Prefecture","203","海南市","日方町","hikatacho","ひかたちょう","和歌山県","海南市","2008現在","","","和歌山県海南市　永正寺前","新測地系","34","9","37.000","135","12","33.000","○","○","","","","","","△","","","3.00","3.00","10尺","浸水深","△","","","0.00","0.00","記載なし","","","B","到達地点として”永正寺前”を位置設定とし”B”と判定（2010/10/12）","都司・松岡","和歌山県下における宝永・安政年度の津波状況調査","地震，10，236-249","p.239 第2図 タイトルなし浸水図，p.241","紀州の地震と安政大地震洪浪之記","","△","現地伝承を採用したものと思われる．","『日本地震史料』p367","","「現海南市役所前に於て水深10尺に達す」",""
"0045","1854安政南海地震津波","1854 Ansei Nankai","39","和歌山縣下に於ける寳永安政年度の津浪状況調査","Survey on the Status of the 1707 Hoei and 1854 Ansei Tsunamis in Wakayama Prefecture","207","海南市","浜中村","kainan","はまなかむら","和歌山県","海南市","2008現在","","","和歌山県海南市　浜中八幡神社","新測地系","34","6","35.000","135","9","17.000","○","○","","","","","道路上","△","","第3波","2.10","2.40","7～8尺","浸水高","△","","","0.00","0.00","記載なし","","","C","浸水あるも到達地点は確認できず”浜中八幡神社”を位置設定とし”C”と判定（2010/10/12）","都司・松岡","和歌山県下における宝永・安政年度の津波状況調査","地震，10，236-249","p.240 第3図 タイトルなし浸水図，p.241","和歌山県海草郡誌","","○","近代以降に書かれた史料であるので、○とする。","『紀伊半島地震津波史料』p335","","「第3回（中略）波の高さ現下津新田道路上約7～8尺」",""
"0045","1854安政南海地震津波","1854 Ansei Nankai","39","和歌山縣下に於ける寳永安政年度の津浪状況調査","Survey on the Status of the 1707 Hoei and 1854 Ansei Tsunamis in Wakayama Prefecture","209","海南市","旧内海町","utsumi","うちうみ","和歌山県","海南市","2008現在","内海村","","和歌山県海南市鳥居（内海小学校）","新測地系","34","8","58.000","135","12","51.000","○","△","","","","","床上","△","","","0.30","0.30","1尺","浸水高","△","","","0.00","0.00","記載なし","","","D","到達地点は確認できず”内海小学校”を位置設定とし”D”と判定（2010/10/12）","都司・松岡","和歌山県下に於ける宝永安政年度の津浪状況調査","","P241","","","○","この文献は『日本地震史料　第四巻』にも掲載されている．文献信頼度はその記載に対してつけたものである．","『日本地震史料』第四巻，p274","","「津浪二回に渡り来襲し，藤白鳥居前に千石船を打上げ，人畜その他の被害無し．浸水区域海岸より約三〇〇米，床上一尺浸水．（郷土誌，紀州の地震と安政大地震洪浪之記）」",""
"0045","1854安政南海地震津波","1854 Ansei Nankai","39","和歌山縣下に於ける寳永安政年度の津浪状況調査","Survey on the Status of the 1707 Hoei and 1854 Ansei Tsunamis in Wakayama Prefecture","211","和歌山市","旧紀三井寺村","Kiimiidera","きみいてら","和歌山県","和歌山市","2008現在","紀伊三井寺村","","和歌山県和歌山市紀三井寺（紀三井寺）","新測地系","34","11","6.651","135","11","24.105","○","△","","","","","","△","","","","","","記載なし","△","","","","","記載なし","","","Z","痕跡値なしのため”Z”と判定（2010/10/04）","都司・松岡","和歌山県下に於ける宝永安政年度の津浪状況調査","","P239","","","◎","この文献は『日本地震史料　第四巻』にも掲載されている．文献信頼度はその記載に対してつけたものである．","『日本地震史料』第四巻，p274","","「異様な音響と共に激震起こり津浪来襲し紀三井寺大門の初段迄潮水浸入し住民名草山に避難．（郷土誌）」",""
"0045","1854安政南海地震津波","1854 Ansei Nankai","39","和歌山縣下に於ける寳永安政年度の津浪状況調査","Survey on the Status of the 1707 Hoei and 1854 Ansei Tsunamis in Wakayama Prefecture","213","由良町","旧由良村","yura","ゆら","和歌山県","由良町","2008現在","","","和歌山県日高郡由良町里（由良町役場）","新測地系","33","57","33.510","135","7","6.098","○","△","","","","","","△","","","","","","記載なし","△","","","","","記載なし","","","Z","痕跡値なしのため”Z”と判定（2010/10/04）","都司・松岡","和歌山県下に於ける宝永安政年度の津浪状況調査","","P247","","","○","この文献は『日本地震史料　第四巻』にも掲載されている．文献信頼度はその記載に対してつけたものである．","『日本地震史料』第四巻，p274","","「流失家屋一五〇，死亡者三〇，由良港の奥にある横浜網代江の駒は最も惨害を被れり．津浪は入寺原鎮守の祠より少し上手迄，之より南東川向は石橋飛より見通し里村，尾崎，原下手は名護屋の口迄来襲．」",""
"0045","1854安政南海地震津波","1854 Ansei Nankai","39","和歌山縣下に於ける寳永安政年度の津浪状況調査","Survey on the Status of the 1707 Hoei and 1854 Ansei Tsunamis in Wakayama Prefecture","215","御坊市","御坊町","gobo","ごぼう","和歌山県","御坊市","2008現在","","","和歌山県御坊市名屋（源行寺）","新測地系","33","53","3.071","135","9","21.745","◎","△","","","","","","△","","","","","","記載なし","△","","","","","記載なし","","","Z","痕跡値なしのため”Z”と判定（2010/10/04）","都司・松岡","和歌山県下に於ける宝永安政年度の津浪状況調査","","P247","","","○","この文献は『日本地震史料　第四巻』にも掲載されている．文献信頼度はその記載に対してつけたものである．","『日本地震史料』第四巻，p275","","「御坊園にては源行寺本堂御拝雨落（海岸より八〇〇米）迄津浪の潮先達せり．」",""
"0045","1854安政南海地震津波","1854 Ansei Nankai","39","和歌山縣下に於ける寳永安政年度の津浪状況調査","Survey on the Status of the 1707 Hoei and 1854 Ansei Tsunamis in Wakayama Prefecture","217","御坊市","南塩屋","minamishioya","みなみしおや","和歌山県","御坊市","2008現在","","","和歌山県御坊市塩谷町南塩屋（御坊塩屋郵便局）","新測地系","33","51","47.968","135","9","41.829","○","△","","","","","","△","","","","","","記載なし","△","","","","","記載なし","","","Z","痕跡値なしのため”Z”と判定（2010/10/04）","都司・松岡","和歌山県下に於ける宝永安政年度の津浪状況調査","","P247","","","○","この文献は『日本地震史料　第四巻』にも掲載されている．文献信頼度はその記載に対してつけたものである．","『日本地震史料』第四巻，p275","","「森岡法華堂迄」",""
"0045","1854安政南海地震津波","1854 Ansei Nankai","39","和歌山縣下に於ける寳永安政年度の津浪状況調査","Survey on the Status of the 1707 Hoei and 1854 Ansei Tsunamis in Wakayama Prefecture","219","印南町","切目","kirime","きりめ","和歌山県","印南町","2008現在","","","和歌山県日高郡印南町島田（JR切目駅）","新測地系","33","47","48.361","135","14","27.645","○","△","","","","","","△","","","","","","記載なし","△","","","","","記載なし","","","Z","痕跡値なしのため”Z”と判定（2010/10/04）","都司・松岡","和歌山県下に於ける宝永安政年度の津浪状況調査","","P247","","","○","この文献は『日本地震史料　第四巻』にも掲載されている．文献信頼度はその記載に対してつけたものである．","『日本地震史料』第四巻，p275","","「流失家屋一，島田は浸水床上へ及び津浪は光明寺の石垣に打ち当たれり（海岸より五〇〇米）」",""
"0045","1854安政南海地震津波","1854 Ansei Nankai","39","和歌山縣下に於ける寳永安政年度の津浪状況調査","Survey on the Status of the 1707 Hoei and 1854 Ansei Tsunamis in Wakayama Prefecture","221","南部町","埴田","hanita","はにた","和歌山県","みなべ町","2008現在","","","和歌山県日高郡みなべ町埴田（鹿島神社）","新測地系","33","45","42.450","135","19","32.889","○","△","","","","","","△","","","","","","記載なし","△","","","","","記載なし","","","Z","痕跡値なしのため”Z”と判定（2010/10/04）","都司・松岡","和歌山県下に於ける宝永安政年度の津浪状況調査","","P247","","","○","この文献は『日本地震史料　第四巻』にも掲載されている．文献信頼度はその記載に対してつけたものである．","『日本地震史料』第四巻，p275","","「埴田にては椿坂口の往来道を越え」",""
"0045","1854安政南海地震津波","1854 Ansei Nankai","39","和歌山縣下に於ける寳永安政年度の津浪状況調査","Survey on the Status of the 1707 Hoei and 1854 Ansei Tsunamis in Wakayama Prefecture","223","南部町","山内","yamauchi","やまうち","和歌山県","みなべ町","2008現在","","","和歌山県日高郡みなべ町山内千鹿浦（浦安神社）","新測地系","33","46","9.213","135","18","55.328","○","△","","","","","","△","","","","","","記載なし","△","","","","","記載なし","","","Z","痕跡値なしのため”Z”と判定（2010/10/04）","都司・松岡","和歌山県下に於ける宝永安政年度の津浪状況調査","","P247","","","○","この文献は『日本地震史料　第四巻』にも掲載されている．文献信頼度はその記載に対してつけたものである．","『日本地震史料』第四巻，p275","","「山内にては中内迄津浪殺到せり．（宝永の津浪の後家屋は山手に移る）」",""
"0045","1854安政南海地震津波","1854 Ansei Nankai","39","和歌山縣下に於ける寳永安政年度の津浪状況調査","Survey on the Status of the 1707 Hoei and 1854 Ansei Tsunamis in Wakayama Prefecture","225","南部町","南部","minabe","みなべ","和歌山県","みなべ町","2008現在","","","和歌山県日高郡みなべ町南道（南道会館）","新測地系","33","46","5.440","135","19","5.544","○","△","","","","","","△","","","","","","記載なし","△","","","","","記載なし","","","Z","痕跡値なしのため”Z”と判定（2010/10/04）","都司・松岡","和歌山県下に於ける宝永安政年度の津浪状況調査","","P247","","","◎","この文献は『日本地震史料　第四巻』にも掲載されている．文献信頼度はその記載に対してつけたものである．","『日本地震史料』第四巻，p275","","「流失家屋一，（中略）南道にては稲荷祠の一段迄」",""
"0045","1854安政南海地震津波","1854 Ansei Nankai","39","和歌山縣下に於ける寳永安政年度の津浪状況調査","Survey on the Status of the 1707 Hoei and 1854 Ansei Tsunamis in Wakayama Prefecture","227","串本町","鬮野川","kujinogawa","くじのがわ","和歌山県","串本町","2008現在","","","和歌山県東牟婁郡串本町鬮野川（弘法大師堂）","新測地系","33","29","22.023","135","47","42.275","○","△","","","","","","△","","","","","","記載なし","△","","","","","記載なし","","","Z","痕跡値なしのため”Z”と判定（2010/10/04）","都司・松岡","和歌山県下に於ける宝永安政年度の津浪状況調査","","P248","","","○","この文献は『日本地震史料　第四巻』にも掲載されている．文献信頼度はその記載に対してつけたものである．","『日本地震史料』第四巻，p276","","「鬮野川は八幡宮前に二百石五百積の廻船打ち上げられたり．」",""
"0045","1854安政南海地震津波","1854 Ansei Nankai","39","和歌山縣下に於ける寳永安政年度の津浪状況調査","Survey on the Status of the 1707 Hoei and 1854 Ansei Tsunamis in Wakayama Prefecture","229","串本町","旧和深浦","wabukaura","わぶかうら","和歌山県","串本町","2008現在","","","和歌山県東牟婁郡串本町和深（JR和深駅）","新測地系","33","30","4.057","135","39","17.520","○","△","","","","","","△","","","","","","記載なし","△","","","","","記載なし","","","Z","痕跡値なしのため”Z”と判定（2010/10/04）","都司・松岡","和歌山県下に於ける宝永安政年度の津浪状況調査","","P248","","","○","この文献は『日本地震史料　第四巻』にも掲載されている．文献信頼度はその記載に対してつけたものである．","『日本地震史料』第四巻，p276","","「現在小学校敷地も浸水．」",""
"0045","1854安政南海地震津波","1854 Ansei Nankai","39","和歌山縣下に於ける寳永安政年度の津浪状況調査","Survey on the Status of the 1707 Hoei and 1854 Ansei Tsunamis in Wakayama Prefecture","231","古座町","下地川","shimojigawa","しもじがわ","和歌山県","串本町","2008現在","","","和歌山県東牟婁郡串本町古座（古座神社）","新測地系","33","30","52.493","135","49","47.262","○","△","","","","","","△","","","","","","記載なし","△","","","","","記載なし","","","Z","痕跡値なしのため”Z”と判定（2010/10/04）","都司・松岡","和歌山県下に於ける宝永安政年度の津浪状況調査","","P248","","","○","この文献は『日本地震史料　第四巻』にも掲載されている．文献信頼度はその記載に対してつけたものである．","『日本地震史料』第四巻，p276","","「流失家屋七十，津浪は下地川口山足迄，」",""
"0045","1854安政南海地震津波","1854 Ansei Nankai","39","和歌山縣下に於ける寳永安政年度の津浪状況調査","Survey on the Status of the 1707 Hoei and 1854 Ansei Tsunamis in Wakayama Prefecture","233","古座川町","宇津木","utsugi","うつぎ","和歌山県","古座川町","2008現在","","","和歌山県東牟婁郡古座川町宇津木","新測地系","33","32","14.405","135","48","32.158","○","△","","","","","","△","","","","","","記載なし","△","","","","","記載なし","","","Z","痕跡値なしのため”Z”と判定（2010/10/04）","都司・松岡","和歌山県下に於ける宝永安政年度の津浪状況調査","","P248","","","○","この文献は『日本地震史料　第四巻』にも掲載されている．文献信頼度はその記載に対してつけたものである．","『日本地震史料』第四巻，p276","","「古座川口にある船は宇津木村清暑島付近に押し上げられたり．（宇津木は海岸より三〇〇〇米）」",""
"0045","1854安政南海地震津波","1854 Ansei Nankai","39","和歌山縣下に於ける寳永安政年度の津浪状況調査","Survey on the Status of the 1707 Hoei and 1854 Ansei Tsunamis in Wakayama Prefecture","235","下津町","大崎村","osaki","おおさきむら","和歌山県","海南市","2008現在","","2005.04.01","和歌山県海南市下津町大崎　大崎簡易郵便局","新測地系","34","7","55.000","135","7","59.000","○","○","床上5尺浸水","『大崎村誌』","","","床上","△","","","1.50","1.50","5尺","浸水深","△","","","0.00","0.00","記載なし","","","C","浸水あるも到達地点は確認できず”大崎簡易郵便局”を位置設定とし”C”と判定（2010/10/12）","都司・松岡","和歌山県下における宝永・安政年度の津波状況調査","地震，10，236-249","p.240 第3図 タイトルなし浸水図，p.241","『大崎村誌』","","○","近代以降に編纂された自治体史を引用している。自治体史が参照している史料が不明であるので、ここではこれに対しての信頼度を付している。","『紀伊半島地震津波史料』p336","","「床上5尺の浸水」",""
"0045","1854安政南海地震津波","1854 Ansei Nankai","39","和歌山縣下に於ける寳永安政年度の津浪状況調査","Survey on the Status of the 1707 Hoei and 1854 Ansei Tsunamis in Wakayama Prefecture","237","那智勝浦町","那智","nachi","かつうら","和歌山県","那智勝浦町","2008現在","","","和歌山県東牟婁郡那智勝浦町那智井関（那智井関郵便局）","新測地系","33","39","12.195","135","55","5.117","○","△","","","","","","△","","","","","","記載なし","△","","","","","記載なし","","","Z","痕跡値なしのため”Z”と判定（2010/10/04）","都司・松岡","和歌山県下に於ける宝永安政年度の津浪状況調査","","P248","","","○","この文献は『日本地震史料　第四巻』にも掲載されている．文献信頼度はその記載に対してつけたものである．","『日本地震史料』第四巻，p276","","「那智並関（海岸より約二〇〇〇米）迄潮水浸入．」",""
